pathway	freq	mean_padj	mean_NES
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	0.1956521739130435	0.19297379885581886	-2.282146426310799
GOBP_ADULT_LOCOMOTORY_BEHAVIOR	0.8043478260869565	0.12082770095879769	2.5179344210678853
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	0.717391304347826	0.1356275679725133	-2.4796128879457866
GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION	0.30434782608695654	0.18234150993767173	-2.283296220330676
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	0.45652173913043476	0.12788027479521766	-2.383340234772158
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	0.2391304347826087	0.12661725794145137	2.485260779954509
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	0.043478260869565216	0.14935795614711084	2.410790190618013
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	0.021739130434782608	0.23064764405506105	2.262080776903678
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	0.021739130434782608	0.20755669944024113	2.248068238835927
GOBP_FATTY_ACID_TRANSPORT	0.021739130434782608	0.23893804367111507	2.207733871339961
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	0.06521739130434782	0.2192889082364652	2.2666556967814944
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT	0.021739130434782608	0.22829142521681411	2.1692360183253494
GOBP_BLASTOCYST_DEVELOPMENT	0.021739130434782608	0.21723755906207542	2.159315894824278
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	0.2826086956521739	0.15022078249928408	-2.309185785982972
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	0.021739130434782608	0.1245312930098791	-2.331310764905703
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	0.06521739130434782	0.1673791240744814	-2.2120445807153306
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	0.021739130434782608	0.1367820190117064	-2.244300189993667
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	0.17391304347826086	0.1432225199302287	-2.375197955421408
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	0.1956521739130435	0.20132755658351237	-2.2004326499340987
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	0.021739130434782608	0.19954834736193802	-2.142370433880104
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY	0.10869565217391304	0.22610382865333772	-2.221024495923422
GOBP_NUCLEAR_TRANSPORT	0.08695652173913043	0.14848744465154196	-2.3412231294343986
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	0.06521739130434782	0.16397049920686727	-2.330328348183615
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	0.043478260869565216	0.20300434592853497	-2.2213325609142127
GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING	0.043478260869565216	0.21164180205432717	-2.1960692782824416
GOBP_NUCLEAR_EXPORT	0.08695652173913043	0.1232464864228277	-2.3391538742293885
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	0.043478260869565216	0.15290554501098744	-2.272763158933549
GOBP_PLASMA_MEMBRANE_ORGANIZATION	0.021739130434782608	0.08847965715055285	-2.434897067927916
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	0.021739130434782608	0.23736915111262	2.2974211676228022
GOBP_PROTEIN_EXPORT_FROM_NUCLEUS	0.043478260869565216	0.06355739762950928	-2.610736642428076
GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	0.043478260869565216	0.23411861235889206	-2.2065836834369197
GOBP_EMBRYO_DEVELOPMENT	0.043478260869565216	0.22803304533732527	2.2824955383700196
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	0.043478260869565216	0.1520512648118079	-2.3505560708958124
GOBP_CELL_MORPHOGENESIS	0.043478260869565216	0.23528474498531443	-2.263410756831282
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	0.08695652173913043	0.17075333705694798	-2.261815337026503
GOBP_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS	0.043478260869565216	0.23868708284543771	2.2860162601626035
