pathway	freq	padj	NES	stability	overlap
GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	1	0.24998191468843403	1.4293573595117133	0.017857142857142856	46.72
GOBP_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	1	0.24976112412214058	1.5468626659680829	0.017857142857142856	19.89
GOBP_GROWTH_PLATE_CARTILAGE_DEVELOPMENT	1	0.24959396497050007	1.3818501950180788	0.017857142857142856	40.15
GOBP_CHEMOREPULSION_OF_AXON	1	0.24954589406177993	1.4144619417287987	0.017857142857142856	52.59
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS	3	0.24940350593537408	1.3831275084678252	0.05357142857142857	50.46
GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	1	0.2493715351052195	1.415324624508714	0.017857142857142856	49.15
GOBP_HEART_VALVE_FORMATION	1	0.24936215396233744	1.4151893759056215	0.017857142857142856	16.99
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	1	0.2492941208732307	1.4473066913835515	0.017857142857142856	59.05
GOBP_NEGATIVE_REGULATION_OF_HEART_RATE	1	0.2492780694651046	1.6757668396692287	0.017857142857142856	32.63
GOBP_AXONAL_TRANSPORT_OF_MITOCHONDRION	1	0.24917600182532995	1.3381495214987302	0.017857142857142856	24.75
GOBP_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	1	0.24911454669080815	1.6754990262916667	0.017857142857142856	45.91
GOBP_EPOXIDE_METABOLIC_PROCESS	1	0.2491007457273926	1.4484104848373167	0.017857142857142856	48.06
GOBP_SEROTONIN_SECRETION	1	0.24902456480041527	1.4479242304429911	0.017857142857142856	51.98
GOBP_REGULATION_OF_CYCLASE_ACTIVITY	3	0.2489849005400978	1.3839694935471734	0.05357142857142857	27.73
GOBP_PARAXIAL_MESODERM_MORPHOGENESIS	2	0.24875669640155001	1.5520544526829125	0.03571428571428571	50.07
GOBP_POSTTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION	3	0.2487065804328901	1.43118208410497	0.05357142857142857	42.04
GOBP_NEUROBLAST_PROLIFERATION	1	0.24843312130685857	1.342376802823491	0.017857142857142856	16.28
GOBP_REGULATION_OF_GLUCOCORTICOID_RECEPTOR_SIGNALING_PATHWAY	3	0.24820691705438583	1.3791118289086424	0.05357142857142857	57.07
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	1	0.24812236030866497	1.4176828148584941	0.017857142857142856	50.22
GOBP_REGULATION_OF_RESTING_MEMBRANE_POTENTIAL	1	0.24811607762469778	1.417151689160506	0.017857142857142856	61.28
GOBP_RESPONSE_TO_HYDROPEROXIDE	3	0.24806612470600128	1.38574030699593	0.05357142857142857	34.3
GOBP_KERATINOCYTE_MIGRATION	1	0.24785353293652276	1.580735741916385	0.017857142857142856	50.68
GOBP_ATTACHMENT_OF_GPI_ANCHOR_TO_PROTEIN	3	0.2474232050530597	1.3519187107843271	0.05357142857142857	55.85999999999999
GOBP_CELLULAR_RESPONSE_TO_ETHANOL	3	0.2469251013355498	1.3811440772662997	0.05357142857142857	56.12
GOBP_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING	3	0.24680799712087267	1.381441278457879	0.05357142857142857	60.169999999999995
GOBP_RESPONSE_TO_NITRIC_OXIDE	1	0.24663239222746489	1.3672042675186793	0.017857142857142856	17.26
GOBP_GLUCOSE_CATABOLIC_PROCESS	1	0.24663234483447904	1.3673254887404067	0.017857142857142856	43.03
GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	1	0.24641636969758207	1.5836373459721902	0.017857142857142856	55.28
