pathway	freq	mean_padj	mean_NES
GOBP_MRNA_METABOLIC_PROCESS	1.0	0.0	-10.737803534842406
GOBP_CHROMOSOME_ORGANIZATION	1.0	0.0	-10.42506295622057
GOBP_MRNA_PROCESSING	1.0	0.0	-9.708905999339978
GOBP_INTRACELLULAR_TRANSPORT	1.0	0.0	-9.59522020108064
GOBP_HISTONE_MODIFICATION	1.0	0.0	-8.983634385490857
GOBP_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS	1.0	0.0	-8.68361368187713
GOBP_RNA_SPLICING	1.0	0.0	-8.515635149935715
GOBP_MACROMOLECULE_CATABOLIC_PROCESS	1.0	0.0	-8.48912947402711
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE	1.0	0.0	-8.472525780083075
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	1.0	0.0	-8.463639055930404
GOBP_CHROMATIN_ORGANIZATION	1.0	0.0	-8.461384772766491
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	1.0	0.0	-8.319941905906079
GOBP_RNA_PROCESSING	1.0	0.0	-8.249574918933035
GOBP_DNA_METABOLIC_PROCESS	1.0	0.0	-8.146575077070562
GOBP_NCRNA_METABOLIC_PROCESS	1.0	0.0	-8.104635409698597
GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION	1.0	0.0	-7.804928080687762
GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	1.0	0.0	-7.683511776847129
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	1.0	0.0	-7.51027206991708
GOBP_REGULATION_OF_CATABOLIC_PROCESS	1.0	0.0	-7.439735300345716
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	1.0	0.0	-7.437110309620557
GOBP_CELLULAR_PROTEIN_CATABOLIC_PROCESS	1.0	0.0	-7.433491735442533
GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	1.0	0.0	-7.4198384614521995
GOBP_CELL_CYCLE_PROCESS	1.0	0.0	-7.386956688747207
GOBP_RIBOSOME_BIOGENESIS	1.0	0.0	-7.363235636495086
GOBP_NCRNA_PROCESSING	1.0	0.0	-7.341365882407095
GOBP_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS	1.0	0.0	-7.18632621472219
