pathway	freq	mean_padj
KEGG_VIRAL_MYOCARDITIS	0.08695652173913043	0.05033895938406665
KEGG_ADHERENS_JUNCTION	0.043478260869565216	0.07759116694210073
KEGG_CALCIUM_SIGNALING_PATHWAY	0.5217391304347826	0.0498354466677877
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.2608695652173913	0.04479393790108651
KEGG_ALLOGRAFT_REJECTION	0.043478260869565216	0.09960837501787788
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.043478260869565216	0.09960837501787788
KEGG_GAP_JUNCTION	0.043478260869565216	0.09960837501787788
KEGG_GRAFT_VERSUS_HOST_DISEASE	0.043478260869565216	0.09960837501787788
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.043478260869565216	0.09960837501787788
KEGG_LONG_TERM_DEPRESSION	0.08695652173913043	0.058435565671346265
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.043478260869565216	0.09960837501787788
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.043478260869565216	0.09960837501787788
KEGG_TYPE_I_DIABETES_MELLITUS	0.043478260869565216	0.09960837501787788
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.043478260869565216	0.06099462044943988
KEGG_VIBRIO_CHOLERAE_INFECTION	0.043478260869565216	0.09960837501787788
KEGG_DILATED_CARDIOMYOPATHY	0.6086956521739131	0.06655083308860107
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.08695652173913043	0.04885008117670768
KEGG_GNRH_SIGNALING_PATHWAY	0.043478260869565216	0.0912481291012074
KEGG_MELANOGENESIS	0.043478260869565216	0.0912481291012074
KEGG_OOCYTE_MEIOSIS	0.08695652173913043	0.09568355041541124
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.21739130434782608	0.057414349977944756
