pathway	freq	mean_padj
Citrate cycle (TCA cycle)  sce00020	0.6739130434782609	0.06175560959046201
Glutathione metabolism  sce00480	0.6956521739130435	0.06161655742010699
Purine metabolism  sce00230	0.4782608695652174	0.05456134605300449
Translation factors  sce03012	0.45652173913043476	0.042207606212683595
Starch and sucrose metabolism  sce00500	0.32608695652173914	0.04590150371817719
Pentose phosphate pathway  sce00030	0.10869565217391304	0.014490118767620037
Pyruvate metabolism  sce00620	0.5	0.019979223489364803
Methane metabolism  sce00680	0.10869565217391304	0.06977996833726123
Pyrimidine metabolism  sce00240	0.043478260869565216	0.03516576565148318
RNA polymerase  sce03020	0.043478260869565216	0.07335806167244345
Glycine, serine and threonine metabolism  sce00260	0.06521739130434782	0.021839680156691497
Glyoxylate and dicarboxylate metabolism  sce00630	0.2608695652173913	0.06717763879217489
Lysine biosynthesis  sce00300	0.17391304347826086	0.0511747717457552
Cysteine and methionine metabolism  sce00270	0.08695652173913043	0.07679803092686478
