pathway	freq	mean_padj
Citrate cycle (TCA cycle)  sce00020	0.68	0.06520963345512659
Glutathione metabolism  sce00480	0.72	0.06269966008000388
Purine metabolism  sce00230	0.44	0.059106080056946265
Translation factors  sce03012	0.44	0.04398526567154509
Starch and sucrose metabolism  sce00500	0.28	0.04352078128984648
Pyruvate metabolism  sce00620	0.52	0.023475026536511158
Pentose phosphate pathway  sce00030	0.12	0.023256700749592196
Glycine, serine and threonine metabolism  sce00260	0.04	0.02263744604495267
Methane metabolism  sce00680	0.04	0.09183494581790648
Glyoxylate and dicarboxylate metabolism  sce00630	0.2	0.07572266612354508
Lysine biosynthesis  sce00300	0.2	0.050651610681806326
Cysteine and methionine metabolism  sce00270	0.08	0.07531553290281107
