pathway	freq	mean_padj
GOBP_BRANCH_ELONGATION_INVOLVED_IN_URETERIC_BUD_BRANCHING	1.0	0.08296747056524469
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	1.0	3.226875894976216e-05
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS	1.0	0.09443677737929897
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1.0	0.0002538330854976334
GOBP_CELL_JUNCTION_ASSEMBLY	1.0	0.0005437837521819642
GOBP_CELL_JUNCTION_ORGANIZATION	1.0	0.01082219569531619
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1.0	0.0002538330854976334
GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	1.0	0.013136864426029437
GOBP_SYNAPSE_ASSEMBLY	1.0	7.470032924275963e-07
GOBP_SYNAPSE_ORGANIZATION	1.0	0.0005437837521819642
