pathway	freq	padj	stability	overlap
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	10	2.2851734956932128e-32	0.5555555555555556	0.12900900900900902
GOBP_CHROMOSOME_ORGANIZATION	10	1.2213651692227485e-28	0.5555555555555556	0.16605504587155964
GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	10	1.6004350586419907e-28	0.5555555555555556	0.12842942345924452
GOBP_POSITIVE_REGULATION_OF_CELLULAR_BIOSYNTHETIC_PROCESS	10	1.3279401562289327e-27	0.5555555555555556	0.12056570418385386
GOBP_MRNA_METABOLIC_PROCESS	10	9.555703342785524e-26	0.5555555555555556	0.16828125
GOBP_MRNA_PROCESSING	10	1.9240467209117765e-25	0.5555555555555556	0.2011520737327189
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	10	2.891442537992001e-22	0.5555555555555556	0.1269716088328076
GOBP_CHROMATIN_ORGANIZATION	10	6.589245228289397e-20	0.5555555555555556	0.19278131634819534
GOBP_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	10	2.2508584423400367e-18	0.5555555555555556	0.1170487106017192
GOBP_RNA_SPLICING	10	7.09155316573262e-18	0.5555555555555556	0.18172323759791123
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	10	8.092710926888423e-18	0.5555555555555556	0.12602739726027395
GOBP_DNA_METABOLIC_PROCESS	10	4.455773728559525e-17	0.5555555555555556	0.13131935881627618
GOBP_CELL_CYCLE	10	1.094982819891006e-16	0.5555555555555556	0.10478654592496765
GOBP_RNA_PROCESSING	10	1.298820335493376e-16	0.5555555555555556	0.12138126773888362
GOBP_DNA_REPAIR	10	2.348026578350981e-15	0.5555555555555556	0.16012396694214875
GOBP_HISTONE_MODIFICATION	10	2.772096298533014e-14	0.5555555555555556	0.1720620842572062
GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	10	1.6881785688532644e-13	0.5555555555555556	0.12682602921646743
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	10	4.908224102116355e-13	0.5555555555555556	0.18901960784313726
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	10	1.0579513655363736e-12	0.5555555555555556	0.18647686832740212
GOBP_CELL_CYCLE_PROCESS	10	1.2305656440957875e-12	0.5555555555555556	0.10993249758919961
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	10	1.3430381873163761e-11	0.5555555555555556	0.11825
GOBP_ORGANELLE_ASSEMBLY	10	5.27247064585833e-11	0.5555555555555556	0.11658291457286434
GOBP_PEPTIDYL_LYSINE_MODIFICATION	10	5.970011864794543e-11	0.5555555555555556	0.17262569832402233
GOBP_HISTONE_METHYLATION	10	8.916320770369409e-11	0.5555555555555556	0.24142857142857146
GOBP_REGULATION_OF_MRNA_PROCESSING	10	2.5899037105109044e-10	0.5555555555555556	0.23809523809523808
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS	10	3.453235980716135e-10	0.5555555555555556	0.14861878453038674
GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION	10	1.295343386905932e-09	0.5555555555555556	0.09287115761935906
GOBP_DOUBLE_STRAND_BREAK_REPAIR	10	1.4645299899035099e-09	0.5555555555555556	0.17061224489795918
GOBP_REGULATION_OF_RNA_SPLICING	10	8.559652088539537e-09	0.5555555555555556	0.21449275362318843
GOBP_METHYLATION	10	1.036781350811324e-08	0.5555555555555556	0.15217391304347827
GOBP_PROTEIN_METHYLATION	10	1.185907604671412e-08	0.5555555555555556	0.19882352941176473
GOBP_CELL_PROJECTION_ASSEMBLY	10	1.7504990717533412e-08	0.5555555555555556	0.12270916334661353
GOBP_DNA_RECOMBINATION	10	1.8944017969062942e-08	0.5555555555555556	0.1574074074074074
GOBP_DNA_CONFORMATION_CHANGE	10	1.9441646915488138e-08	0.5555555555555556	0.19999999999999998
GOBP_CELLULAR_RESPONSE_TO_STRESS	10	2.7780179098438727e-08	0.5555555555555556	0.0856719952634695
GOBP_CHROMATIN_REMODELING	10	2.8704262809659717e-08	0.5555555555555556	0.20898876404494385
GOBP_PEPTIDYL_LYSINE_METHYLATION	10	3.294211529547065e-08	0.5555555555555556	0.228099173553719
GOBP_CELL_PROJECTION_ORGANIZATION	10	3.719646407751057e-08	0.5555555555555556	0.09350850077279753
GOBP_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS	10	4.040837130462298e-08	0.5555555555555556	0.11606864274570983
GOBP_CYTOSKELETON_ORGANIZATION	10	5.237378876215918e-08	0.5555555555555556	0.0920062695924765
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	10	5.598689466556142e-08	0.5555555555555556	0.16807511737089204
GOBP_REGULATION_OF_CELL_CYCLE	10	9.946615535244781e-08	0.5555555555555556	0.09798515376458113
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	10	1.0816116029025734e-07	0.5555555555555556	0.10233812949640289
GOBP_HISTONE_H3_K4_METHYLATION	10	2.0126655769193746e-07	0.5555555555555556	0.3064516129032258
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	10	2.117384822284734e-07	0.5555555555555556	0.16517412935323383
