pathway	freq	mean_padj
GOBP_ADAPTIVE_IMMUNE_RESPONSE	0.07692307692307693	0.011067055523961216
GOBP_B_CELL_MEDIATED_IMMUNITY	0.038461538461538464	0.09840782428778871
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	0.3076923076923077	0.051575265821785385
GOBP_ION_TRANSPORT	0.19230769230769232	0.05296603509218829
GOBP_ANION_TRANSMEMBRANE_TRANSPORT	0.038461538461538464	0.029868883382000458
GOBP_ANION_TRANSPORT	0.07692307692307693	0.025697465396205623
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	0.038461538461538464	0.00978657810272675
GOBP_CELLULAR_KETONE_METABOLIC_PROCESS	0.038461538461538464	0.05938817642163894
GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	0.038461538461538464	0.029868883382000458
GOBP_DEFENSE_RESPONSE	0.038461538461538464	0.029868883382000458
GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	0.038461538461538464	0.0800177155850446
GOBP_HOMEOSTATIC_PROCESS	0.15384615384615385	0.016223659818973248
GOBP_IMMUNE_RESPONSE	0.07692307692307693	0.0029608160304389675
GOBP_INFLAMMATORY_RESPONSE	0.038461538461538464	0.09756614892026089
GOBP_INNATE_IMMUNE_RESPONSE	0.038461538461538464	0.0458448243156914
GOBP_ION_TRANSMEMBRANE_TRANSPORT	0.038461538461538464	0.029868883382000458
GOBP_LEUKOCYTE_CHEMOTAXIS	0.038461538461538464	0.09756614892026089
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.038461538461538464	0.03075142369838827
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.038461538461538464	0.022129423723300866
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	0.038461538461538464	0.019154551005582297
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS	0.5769230769230769	0.033583257148508704
GOBP_TRANSMEMBRANE_TRANSPORT	0.19230769230769232	0.009136442846429813
GOBP_HUMORAL_IMMUNE_RESPONSE	0.038461538461538464	0.07907088173123944
GOBP_ORGANIC_ACID_METABOLIC_PROCESS	0.19230769230769232	0.003326890551218594
GOBP_AEROBIC_RESPIRATION	0.038461538461538464	0.04775059651929571
GOBP_AMIDE_BIOSYNTHETIC_PROCESS	0.38461538461538464	0.005477979344887835
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	0.2692307692307692	0.028741156714125377
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	0.2692307692307692	0.019270237388105984
GOBP_CELLULAR_AMIDE_METABOLIC_PROCESS	0.38461538461538464	0.0010358423342209317
GOBP_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	0.15384615384615385	0.027268960749062987
GOBP_CELLULAR_LIPID_METABOLIC_PROCESS	0.15384615384615385	0.0092263462996438
GOBP_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS	0.6153846153846154	0.016610777589324985
GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION	0.5	0.004610818248608741
GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	0.038461538461538464	0.039008723841584395
GOBP_CELLULAR_PROTEIN_CATABOLIC_PROCESS	0.2692307692307692	0.0029095642447196065
GOBP_CELLULAR_RESPIRATION	0.038461538461538464	0.011836398978027587
GOBP_CELLULAR_RESPONSE_TO_STRESS	0.7307692307692307	0.022192801374559385
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	0.38461538461538464	0.0015941321425729884
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	0.2692307692307692	0.006742342278188972
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	0.038461538461538464	0.020639003513848966
GOBP_GROWTH	0.2692307692307692	0.052177336388018546
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	0.38461538461538464	0.008790624877245117
GOBP_INTRACELLULAR_TRANSPORT	0.38461538461538464	0.0026252596548333564
GOBP_LIPID_METABOLIC_PROCESS	0.15384615384615385	0.004643345165854909
GOBP_MACROMOLECULE_CATABOLIC_PROCESS	0.38461538461538464	0.02200737620451738
GOBP_MITOCHONDRION_ORGANIZATION	0.5	0.03585646243523522
GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	0.2692307692307692	0.0007633506383069051
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	0.2692307692307692	0.044560825296524775
GOBP_NCRNA_METABOLIC_PROCESS	0.2692307692307692	0.0022140426269371765
GOBP_NITROGEN_COMPOUND_TRANSPORT	0.38461538461538464	0.000325761259989301
