pathway	freq	mean_padj
GOBP_AUTOPHAGOSOME_MATURATION	1.0	0.012242791183455726
GOBP_AUTOPHAGOSOME_ORGANIZATION	1.0	0.0032516493125671654
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	1.0	0.03120395279684449
GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION	1.0	4.001503915993496e-11
GOBP_CELLULAR_PROTEIN_CATABOLIC_PROCESS	1.0	8.38148160993312e-11
GOBP_CELLULAR_RESPONSE_TO_STRESS	1.0	0.03375549958606305
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1.0	0.040502326880376936
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY_IN_RESPONSE_TO_VIRUS	1.0	0.058724607158360934
GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	1.0	0.04085566615681014
GOBP_DEFENSE_RESPONSE_TO_SYMBIONT	1.0	0.0005678614429815239
GOBP_DEPHOSPHORYLATION	1.0	0.0362319882611521
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	1.0	0.07769863553248786
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	1.0	0.004389246208826289
GOBP_ENDOPLASMIC_RETICULUM_MANNOSE_TRIMMING	1.0	0.02833995499774525
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	1.0	0.09551650555110176
GOBP_ENDOSOMAL_TRANSPORT	1.0	0.008222343147186758
GOBP_ERAD_PATHWAY	1.0	0.0026740728477791945
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	1.0	1.0254585156272646e-07
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	1.0	0.0516728941706387
GOBP_EXECUTION_PHASE_OF_APOPTOSIS	1.0	0.09109695559995731
GOBP_GOLGI_VESICLE_TRANSPORT	1.0	0.0009645741860736128
GOBP_HEPARIN_BIOSYNTHETIC_PROCESS	1.0	0.058724607158360934
GOBP_HISTONE_H2A_UBIQUITINATION	1.0	0.002952391543591882
GOBP_HISTONE_MONOUBIQUITINATION	1.0	0.08563898279742539
GOBP_HISTONE_UBIQUITINATION	1.0	0.03229578447440219
GOBP_INNATE_IMMUNE_RESPONSE	1.0	0.0362319882611521
GOBP_INTERFERON_BETA_PRODUCTION	1.0	0.008222343147186758
GOBP_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	1.0	0.0002074838193234801
GOBP_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	1.0	0.054112798877745616
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	1.0	1.2776492859841881e-05
GOBP_INTRACELLULAR_TRANSPORT	1.0	2.0157070343433676e-06
GOBP_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	1.0	0.008359792810079524
GOBP_LABYRINTHINE_LAYER_DEVELOPMENT	1.0	0.07213990655670342
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY	1.0	0.058724607158360934
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	1.0	0.058724607158360934
GOBP_LOCALIZATION_WITHIN_MEMBRANE	1.0	0.004237612954563128
GOBP_MACROAUTOPHAGY	1.0	5.5824349731897284e-05
GOBP_MACROMOLECULE_CATABOLIC_PROCESS	1.0	1.9283008589253262e-10
GOBP_MACROPINOCYTOSIS	1.0	0.058724607158360934
GOBP_MDA_5_SIGNALING_PATHWAY	1.0	0.058724607158360934
GOBP_MEMBRANE_ORGANIZATION	1.0	0.022781857464398873
GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	1.0	9.386819782954674e-10
GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION	1.0	0.05333458969591793
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	1.0	0.03375549958606305
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	1.0	0.03459085078183843
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	1.0	0.06969626922988005
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	1.0	0.033112822004310455
GOBP_NITROGEN_COMPOUND_TRANSPORT	1.0	9.70657042208474e-07
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION	1.0	0.02956520271315807
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION	1.0	0.003165016663398978
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY	1.0	0.03899973654825718
GOBP_NUCLEOTIDE_EXCISION_REPAIR	1.0	0.03753814636955824
GOBP_ORGANELLE_FUSION	1.0	0.07149898611536384
GOBP_ORGANELLE_LOCALIZATION	1.0	0.05770563370390407
GOBP_ORGANELLE_MEMBRANE_FUSION	1.0	0.04696753513327978
GOBP_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS	1.0	0.058724607158360934
GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	1.0	1.0254585156272646e-07
GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1.0	0.0013785672624895865
GOBP_PEPTIDYL_ARGININE_N_METHYLATION	1.0	0.058724607158360934
GOBP_PINOCYTOSIS	1.0	0.03899973654825718
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY	1.0	0.09551650555110176
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	1.0	0.007145397701491164
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	1.0	0.07533372852218452
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	1.0	0.07213990655670342
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	1.0	0.023395702101001968
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	1.0	0.008222343147186758
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	1.0	0.0029991588933521553
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	1.0	0.0019794849046860324
GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	1.0	0.002497716675063373
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	1.0	0.08563898279742539
GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING	1.0	0.08514399730206468
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	1.0	0.058724607158360934
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION	1.0	0.008359792810079524
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	1.0	0.04270010850980518
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1.0	0.021441788330759624
GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY	1.0	0.0516728941706387
GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING	1.0	0.08259159557183741
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	1.0	0.03229578447440219
GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS	1.0	0.09482108807064762
GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM	1.0	1.6065700261283773e-06
GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	1.0	3.942416267941705e-07
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	1.0	1.0254585156272646e-07
GOBP_PROTEIN_ADP_RIBOSYLATION	1.0	0.02658041916848178
GOBP_PROTEIN_AUTOUBIQUITINATION	1.0	0.02188574441450295
GOBP_PROTEIN_AUTO_ADP_RIBOSYLATION	1.0	0.07533372852218452
GOBP_PROTEIN_CATABOLIC_PROCESS	1.0	1.9283008589253262e-10
GOBP_PROTEIN_DEGLYCOSYLATION	1.0	0.05188136874408858
GOBP_PROTEIN_DEMANNOSYLATION	1.0	0.0516728941706387
GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	1.0	0.011641747941053668
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	1.0	0.09739005430531102
GOBP_PROTEIN_K48_LINKED_UBIQUITINATION	1.0	0.028572932731552533
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	1.0	0.0008885451086617243
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS	1.0	0.03930153234753924
